organization_name,lane,org_type,address,city,distance_miles,contact_name,role_target,email,phone,source,verification_status
Northwell Health Dialysis Center,Medical,clinic,220-22 Hillside Avenue,Queens Village,5.29,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Make the Road New York,Support Organization,social_facility,,,5.29,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Joseph's School for the Deaf,School,school,,,5.31,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS140Q The Magnet School of Science Technology and the Arts Edward K Ellington,School,school,166-01 116th Avenue,Jamaica,5.31,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
P.S. 159 Isaac Pitkin,School,school,2781 Pitkin Avenue,,5.31,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Audrey Johnson Day Care Center,School,kindergarten,272 Moffat Street,,5.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Thomas and Marie White Health Center,Medical,clinic,116-30 Sutphin Boulevard,Jamaica,5.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 384,School,school,242 Cooper Street,Brooklyn,5.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Middle School 226,School,school,,,5.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 76,School,school,,,5.33,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 93,School,school,,,5.34,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Safe Haven Continental Shelter,Support Organization,social_facility,,,5.34,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
P.S. 116,School,school,,,5.34,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 134,School,school,203-06 109th Avenue,,5.35,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Carl C Icahn Charter School Bronx North,School,school,,,5.35,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 109,School,school,,,5.35,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Middle School X101 Edward R Byrne,School,school,,,5.37,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Stress Test For Your Heart,Medical,doctors,,,5.37,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Friends of Crown Heights Educational Center,School,kindergarten,851 Liberty Avenue,,5.37,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Anastasia School,School,school,,,5.37,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Blanche Community Progress Day Care Center,School,kindergarten,109-60 202nd Street,,5.38,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School X010,School,school,,,5.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Manhattan Psychiatric Center,Medical,hospital,,New York,5.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Rita School,School,school,,,5.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Aqueduct Mass Vaccination Site,Medical,clinic,,,5.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Clarity Testing,Medical,clinic,45-10 Court Square,Long Island City,5.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Martin Van Buren High School,School,school,,,5.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Kirby Forensic Psychiatric Center,Medical,hospital,600 East 125th Street,Wards Island,5.42,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 62,School,school,660 Fox Street,,5.42,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 96,School,school,130-01 Rockaway Boulevard,,5.42,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Athanasius Roman Catholic School,School,school,,,5.43,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Northwell Health - Gohealth Urgent Care,Medical,clinic,25-01 Jackson Avenue,,5.43,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Urban Assembly School For Civic Engagement,School,school,,,5.44,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Bella Vista Health Center,Medical,clinic,890 Hunts Point Avenue,Bronx,5.44,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Care for the Homeless,Medical,clinic,,,5.44,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 123,School,school,145-01 119th Avenue,,5.44,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Gompers Vocational High School,School,school,,,5.45,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Intermediate School 192,School,school,,,5.46,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
New School for Arts and Sciences,School,school,,,5.47,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Urban Institute of Mathematics,School,school,,,5.48,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Junior High School X123 James M Kiernan,School,school,,,5.49,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
District 27 Pre-K Center,School,kindergarten,,,5.49,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
P4@Skillman School,School,school,,,5.49,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
NYC Health + Hospitals/Coler,Medical,hospital,900 Main Street,Roosevelt Island,5.5,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Pascal Baylon High School,School,school,199-10 112th Avenue,,5.51,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Vista Academy,School,school,350 Linwood Street,Brooklyn,5.51,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Holy Family School,School,school,,,5.51,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 25,School,school,,,5.52,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
AFC Urgent Care,Medical,clinic,,,5.52,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Our World Neighborhood Charter School 2,School,school,,,5.52,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Lukes School,School,school,608 East 139th Street,,5.52,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 36X Unionport,School,school,1070 Castle Hill Avenue,Bronx,5.52,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Intermediate School 302,School,school,,,5.53,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
The Prospect,Support Organization,social_facility,730 Kelly Street,Bronx,5.53,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Throgs Neck Urgent Medical Care,Medical,clinic,3594 East Tremont Avenue,Bronx,5.53,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CareMax,Medical,clinic,,,5.53,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 152 The Evergreen,School,school,,,5.53,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Prospect Family Support Center,School,kindergarten,730 Kelly Street,Bronx,5.54,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 94,School,school,,,5.54,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
X754 J M Rapport School Career Development Center,School,school,,,5.55,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Foreign Language Academy of Global Studies,School,school,,,5.56,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Junior High School 52,School,school,681 Kelly Street,,5.56,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 290 Juan Morel Campos,School,school,,,5.56,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 119,School,school,,,5.57,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 161,School,school,,,5.59,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 110,School,school,124 Monitor Street,Brooklyn,5.59,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brooklyn Queens Nursing Home,Support Organization,social_facility,2749 Linden Boulevard,,5.6,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
La Familia Adult Day Center,Support Organization,social_facility,2501 Pitkin Avenue,,5.61,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Albans Community Living Center,Medical,hospital,179-00 Linden Boulevard,Jamaica,5.61,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Barbara Kleiman Residence,Support Organization,social_facility,300 Skillman Avenue,Brooklyn,5.62,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 113,School,school,,,5.63,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 5,School,school,,,5.64,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Intermediate School 347,School,school,,,5.65,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Passport Health Long Island City Travel Clinic,Medical,clinic,11-11 44th Drive,Long Island City,5.66,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
NYC Care The Company,Support Organization,social_facility,,,5.66,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 377 STAR Leadership Academy,School,school,150-15 Raleigh Street,Ozone Park,5.66,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Intermediate School 349,School,school,,,5.67,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 112,School,school,535 East 119th Street,New York,5.67,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
East Bronx NAACP Day Care Center,School,kindergarten,,,5.67,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Nicholas Elementary School,School,school,287 Powers Street,,5.68,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 45,School,school,,,5.68,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
P.S. 36 - The St. Albans School,School,school,,,5.69,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 206,School,school,508 East 120th Street,New York,5.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brearley School,School,school,,,5.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Anslems School,School,school,,,5.71,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Cecilia School,School,school,,,5.71,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
M401 Hospital Schools,School,school,3450 East Tremont Avenue,,5.71,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Manhattan Center for Science and Mathematics,School,school,280 Pleasant Avenue,,5.71,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Omega Psi Phi Fraternity School,School,school,123-10 143rd Street,,5.72,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 299,School,school,,,5.72,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
"NYC Health + Hospitals/Gotham Health, Belvis",Medical,clinic,545 East 142nd Street,Bronx,5.72,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Junior High School 60,School,school,888 Reverend James Polite Avenue,,5.72,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 217/Intermediate School 217,School,school,645 Main Street,,5.72,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 220,School,school,,,5.73,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
South Bronx Classical I,School,school,977 Fox Street,Bronx,5.73,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Borden Avenue Veterans Residence,Support Organization,social_facility,21-10 Borden Avenue,,5.73,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Robert F Kennedy Incentive Program,School,school,,,5.74,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Chapin School,School,school,102 East End Avenue,,5.74,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 30,School,school,,,5.75,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Benedict School,School,school,1016 Edison Avenue,,5.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 43 Annex,School,school,,,5.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Our Lady of Lourdes School,School,school,92-80 220th Street,,5.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
"Dr. Daniel Laroche, MD",Medical,doctors,215-43 Jamaica Avenue,,5.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
WeBees,School,school,517 Meeker Avenue,,5.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
The Child School / Legacy High School,School,school,,,5.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
P.S. 211Q North Hills,School,school,,,5.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 43,School,school,,,5.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Roundtable Older Adult Center,Support Organization,social_facility,1175 Gates Avenue,Brooklyn,5.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
