organization_name,lane,org_type,address,city,phone,email,website,contact_name,role_target,distance_miles,source,verification_status
NY Common Pantry,Support Organization,social_facility,8 East 109th Street,,+1 917-720-9700,Communications@NYCommonPantry.org,https://nycommonpantry.org,,Program Intake Coordinator,6.5,OpenStreetMap (Overpass),raw_unverified
Lenox Hill Hospital,Medical,hospital,100 East 77th Street,New York,+1 212 434 2000,,https://lenoxhill.northwell.edu,,Pediatric Intake Coordinator,6.5,OpenStreetMap (Overpass),raw_unverified
Intermediate School 167,School,school,,,,,,,School Social Worker,6.51,OpenStreetMap (Overpass),raw_unverified
All Saints School,School,school,52 East 130th Street,,,,,,School Social Worker,6.51,OpenStreetMap (Overpass),raw_unverified
Manhattan Eye Ear and Throat Hospital,Medical,hospital,210 East 64th Street,New York,+1 212 838 9200,,https://www.northwell.edu/find-care/locations/manhattan-eye-ear-and-throat-hospital,,Pediatric Intake Coordinator,6.51,OpenStreetMap (Overpass),raw_unverified
Northside Senior Center,Support Organization,social_facility,179 North 6th Street,Brooklyn,,,,,Program Intake Coordinator,6.51,OpenStreetMap (Overpass),raw_unverified
Loyola School,School,school,,,,,,,School Social Worker,6.51,OpenStreetMap (Overpass),raw_unverified
Mount Sinai Physical Therapy,Medical,clinic,5 East 102nd Street,,,,,,Pediatric Intake Coordinator,6.51,OpenStreetMap (Overpass),raw_unverified
La Scuola d'Italia Guglielmo Marconi,School,school,12 East 96th Street,,+1 212-369-3290,admissions@lascuoladitalia.org,https://lascuoladitalia.org,,School Social Worker,6.51,OpenStreetMap (Overpass),raw_unverified
May Center for Mount Sinai Doctors,Medical,clinic,5 East 98th Street,,+1 866-674-3721,,https://www.mountsinai.org/locations/msd-may-center,,Pediatric Intake Coordinator,6.51,OpenStreetMap (Overpass),raw_unverified
Public School 373 Brooklyn Transition Center,School,school,185 Ellery Street,Brooklyn,,,https://www.p373kbtc.org/,,School Social Worker,6.51,OpenStreetMap (Overpass),raw_unverified
Bronx-Lebanon Hospital Center Fulton Division,Medical,hospital,1276 Fulton Avenue,Bronx,+1 718 590 1800,,https://www.bronxcare.org/,,Pediatric Intake Coordinator,6.51,OpenStreetMap (Overpass),raw_unverified
Public School 304,School,school,,,,,,,School Social Worker,6.51,OpenStreetMap (Overpass),raw_unverified
Regis High School,School,school,55 East 84th Street,New York,,,,,School Social Worker,6.51,OpenStreetMap (Overpass),raw_unverified
Bethel Gospel Assembly,School,school,,,,,,,School Social Worker,6.51,OpenStreetMap (Overpass),raw_unverified
Terence Cardinal Cooke Health Care Center,Support Organization,social_facility,1249 5th Avenue,New York,+1 212 360 3980,,https://www.archcare.org/nursing-homes/terence-cardinal-cooke,,Program Intake Coordinator,6.52,OpenStreetMap (Overpass),raw_unverified
The Leona M. and Harry B. Helmsley Charitable Trust Center for Electrophysiology,Medical,clinic,1190 5th Avenue,,+1 212-241-7114,,https://www.mountsinai.org/locations/helmsley-center,,Pediatric Intake Coordinator,6.52,OpenStreetMap (Overpass),raw_unverified
Mount Sinai Doctors - Williamsburg,Medical,hospital,135 North 7th Street,Brooklyn,,,,,Pediatric Intake Coordinator,6.52,OpenStreetMap (Overpass),raw_unverified
Southside United HDFC - Los Sures,Support Organization,social_facility,357 South 3rd Street,Brooklyn,,,,,Program Intake Coordinator,6.52,OpenStreetMap (Overpass),raw_unverified
Saint Bernard's School,School,school,4 East 98th Street,,,,,,School Social Worker,6.52,OpenStreetMap (Overpass),raw_unverified
Terence Cardinal Cooke Health Care Center,Support Organization,social_facility,1249 5th Avenue,New York,+1 212 360 3980,,https://www.archcare.org/nursing-homes/terence-cardinal-cooke,,Program Intake Coordinator,6.52,OpenStreetMap (Overpass),raw_unverified
Public School 129,School,school,,,,,,,School Social Worker,6.52,OpenStreetMap (Overpass),raw_unverified
Spence School,School,school,,,,,https://www.spenceschool.org/,,School Social Worker,6.53,OpenStreetMap (Overpass),raw_unverified
Northside Center Day School,School,school,1302 5th Avenue,,,,,,School Social Worker,6.53,OpenStreetMap (Overpass),raw_unverified
New York Academy of Medicine,Medical,doctors,,,,,,,Pediatric Intake Coordinator,6.53,OpenStreetMap (Overpass),raw_unverified
Middle School 577,School,school,,,,,,,School Social Worker,6.53,OpenStreetMap (Overpass),raw_unverified
The Lauder Family Cardiovascular Center,Medical,clinic,1190 East 101st Street,New York,+1 855-674-3278,,https://www.mountsinai.org/locations/lauder-cardiac-center,,Pediatric Intake Coordinator,6.53,OpenStreetMap (Overpass),raw_unverified
CityMD Williamsburg Urgent Care - Brooklyn,Medical,clinic,154 North 7th Street,Brooklyn,,,,,Pediatric Intake Coordinator,6.53,OpenStreetMap (Overpass),raw_unverified
The Neighborhood Playhouse School of the Theater,School,school,340 East 54th Street,,,,https://www.neighborhoodplayhouse.org,,School Social Worker,6.53,OpenStreetMap (Overpass),raw_unverified
Nightingale-Bamford School,School,school,20 East 92nd Street,,,,https://www.nightingale.org/,,School Social Worker,6.53,OpenStreetMap (Overpass),raw_unverified
Bishop Sexton Headstart,School,kindergarten,933 Herkimer Street,,+1-718-778-0292,,https://www.stmarksheadstart.org,,School Social Worker,6.53,OpenStreetMap (Overpass),raw_unverified
Nuestros Niños Child Development Center,School,kindergarten,384 South 4th Street,,+1-718-963-1555,,https://nnccc.org,,School Social Worker,6.53,OpenStreetMap (Overpass),raw_unverified
Moe Finkelstein Athletic Complex,School,school,,,,,,,School Social Worker,6.53,OpenStreetMap (Overpass),raw_unverified
Bnos Chayil,School,school,345 Hewes Street,,,,,,School Social Worker,6.54,OpenStreetMap (Overpass),raw_unverified
Veteran Resource Center,Support Organization,social_facility,665 Willoughby Avenue,,,,,,Program Intake Coordinator,6.54,OpenStreetMap (Overpass),raw_unverified
Mount Sinai Kravis Children's Hospital,Medical,hospital,1184 5th Avenue,New York,+1 212-241-9500,,https://www.mountsinai.org/locations/kravis-childrens,,Pediatric Intake Coordinator,6.54,OpenStreetMap (Overpass),raw_unverified
Public School 13,School,school,557 Pennsylvania Avenue,Brooklyn,,,https://robertoclementeschool.com/,,School Social Worker,6.54,OpenStreetMap (Overpass),raw_unverified
Brooklyn Gardens Elementary School,School,school,574 Dumont Avenue,Brooklyn,,,https://www.bges.education/,,School Social Worker,6.54,OpenStreetMap (Overpass),raw_unverified
Public School 319,School,school,360 Keap Street,,,,,,School Social Worker,6.54,OpenStreetMap (Overpass),raw_unverified
Public School 24,School,school,,,,,,,School Social Worker,6.55,OpenStreetMap (Overpass),raw_unverified
Kipp Academy Charter School,School,school,,,,,,,School Social Worker,6.55,OpenStreetMap (Overpass),raw_unverified
Public School 17,School,school,,,,,,,School Social Worker,6.55,OpenStreetMap (Overpass),raw_unverified
Christopher Elementary School,School,school,364 Sackman Street,Brooklyn,,,,,School Social Worker,6.55,OpenStreetMap (Overpass),raw_unverified
United Nations School,School,school,,,,,,,School Social Worker,6.56,OpenStreetMap (Overpass),raw_unverified
Talmud Torah of Kasho,School,school,324 Penn Street,,,,,,School Social Worker,6.56,OpenStreetMap (Overpass),raw_unverified
Intermediate School 59,School,school,188-02 Ridgedale Street,,,,,,School Social Worker,6.56,OpenStreetMap (Overpass),raw_unverified
Public School 19,School,school,,,,,,,School Social Worker,6.56,OpenStreetMap (Overpass),raw_unverified
Public School 21,School,school,180 Chauncey Street,,,,,,School Social Worker,6.56,OpenStreetMap (Overpass),raw_unverified
Saint Francis Preparatory School,School,school,,,,,,,School Social Worker,6.57,OpenStreetMap (Overpass),raw_unverified
Junior High School 151 Lou Gehrig,School,school,,,,,https://www.schools.nyc.gov/schools/X151,,School Social Worker,6.57,OpenStreetMap (Overpass),raw_unverified
Kennedy Child Study Center,School,school,,,,,,,School Social Worker,6.57,OpenStreetMap (Overpass),raw_unverified
Duchesne Residence School,School,school,,,,,,,School Social Worker,6.57,OpenStreetMap (Overpass),raw_unverified
Ramaz Upper School,School,school,60 East 78th Street,New York,+1 212-774-8070,us@ramaz.org,https://www.ramaz.org/,,School Social Worker,6.57,OpenStreetMap (Overpass),raw_unverified
Montefiore Comprehensive Health Care Center,Medical,clinic,305 East 161st Street,Bronx,+1 718 579 2500,,https://www.montefiore.org/mmg-comprehensive-health-care-center,,Pediatric Intake Coordinator,6.57,OpenStreetMap (Overpass),raw_unverified
SINY Dermatology,Medical,doctors,69 East 76th Street,,+1 800 778 3090,,https://sinyderm.com,,Pediatric Intake Coordinator,6.57,OpenStreetMap (Overpass),raw_unverified
Village School,School,school,,,,,,,School Social Worker,6.57,OpenStreetMap (Overpass),raw_unverified
Convent of the Sacred Heart,School,school,,,,,,,School Social Worker,6.58,OpenStreetMap (Overpass),raw_unverified
Saint Vincent Ferrer School,School,school,,,,,,,School Social Worker,6.58,OpenStreetMap (Overpass),raw_unverified
Rowe Plastic Surgery,Medical,doctors,820 Park Avenue,New York,+1-212-628-7300,drrowe@normanrowemd.com,https://normanrowemd.com,,Pediatric Intake Coordinator,6.58,OpenStreetMap (Overpass),raw_unverified
East New York Family Academy,School,school,760 Van Siclen Avenue,Brooklyn,+1-718-927-0012,,https://www.schools.nyc.gov/schools/K409,,School Social Worker,6.58,OpenStreetMap (Overpass),raw_unverified
Cardinal Hayes High School,School,school,,,,,,,School Social Worker,6.59,OpenStreetMap (Overpass),raw_unverified
MMG West Farms,Medical,clinic,1825 Boston Road,Bronx,+1-718-842-8040,,https://montefioreeinstein.org/patient-care/services/primary-care/locations/bronx/1825-boston-road,,Pediatric Intake Coordinator,6.59,OpenStreetMap (Overpass),raw_unverified
Physical Therapy of Harlem,Medical,clinic,1400 5th Avenue,,+1 212-996-3303,PTharlem@ptharlem.com,ptharlem.com,,Pediatric Intake Coordinator,6.59,OpenStreetMap (Overpass),raw_unverified
Williamsburg Northside Preschool,School,kindergarten,152 North 5th Street,,,,,,School Social Worker,6.59,OpenStreetMap (Overpass),raw_unverified
Public School 185 Early Childhood Discovery and Design,School,school,,,,,,,School Social Worker,6.6,OpenStreetMap (Overpass),raw_unverified
Yeshiva Sharie Torah,School,school,,,,,,,School Social Worker,6.6,OpenStreetMap (Overpass),raw_unverified
Bronx Leadership Academy II High School,School,school,730 Concourse Village West,Bronx,,,https://www.schools.nyc.gov/schools/X527,,School Social Worker,6.6,OpenStreetMap (Overpass),raw_unverified
"Steven Wallach MD, FACS",Medical,doctors,1049 5th Avenue,New York,+1-212-257-3263,,https://www.stevenwallachmd.com/,,Pediatric Intake Coordinator,6.6,OpenStreetMap (Overpass),raw_unverified
Floral Park-Bellerose School,School,school,2 Larch Avenue,Floral Park,+1 516-434-2750,,https://www.fpbsd.org/apps/pages/index.jsp?uREC_ID=568819&type=d,,School Social Worker,6.6,OpenStreetMap (Overpass),raw_unverified
Saint Dominic Roman Catholic Parochial School,School,school,,,,,,,School Social Worker,6.61,OpenStreetMap (Overpass),raw_unverified
High School of Art and Design,School,school,245 East 56th Street,,,,https://www.artanddesignhs.org,,School Social Worker,6.61,OpenStreetMap (Overpass),raw_unverified
Oak St. Health,Medical,clinic,,,+1-718-514-9080,,https://www.oakstreethealth.com/locations/jamaica-ny/cambria-heights-doctors-office,,Pediatric Intake Coordinator,6.61,OpenStreetMap (Overpass),raw_unverified
The Hewitt School,School,school,,,,,,,School Social Worker,6.61,OpenStreetMap (Overpass),raw_unverified
Morrisania Chest Clinic,Medical,clinic,1309 Fulton Avenue,,,,,,Pediatric Intake Coordinator,6.61,OpenStreetMap (Overpass),raw_unverified
Brooklyn Developmental Disabilities Services Offices,Medical,hospital,,,,,,,Pediatric Intake Coordinator,6.61,OpenStreetMap (Overpass),raw_unverified
Junior High School 145,School,school,,,,,,,School Social Worker,6.61,OpenStreetMap (Overpass),raw_unverified
Public School 25,School,school,787 Lafayette Avenue,,,,,,School Social Worker,6.61,OpenStreetMap (Overpass),raw_unverified
Public School 59,School,school,233 East 56th Street,New York,,,https://ps59.net/,,School Social Worker,6.62,OpenStreetMap (Overpass),raw_unverified
Forward Oral Surgery,Medical,clinic,,,,,,,Pediatric Intake Coordinator,6.62,OpenStreetMap (Overpass),raw_unverified
Skinly Aesthetics,Medical,doctors,157 East 64th Street,New York,,info@skinlyaesthetics.com,https://skinlyaesthetics.com/,,Pediatric Intake Coordinator,6.62,OpenStreetMap (Overpass),raw_unverified
Public School 208,School,school,,,,,,,School Social Worker,6.63,OpenStreetMap (Overpass),raw_unverified
Bronx Global Learning Institute for Girls,School,school,,,,,https://www.bgligschool.org/,,School Social Worker,6.63,OpenStreetMap (Overpass),raw_unverified
Public School 273,School,school,,,,,,,School Social Worker,6.63,OpenStreetMap (Overpass),raw_unverified
Spring Creek Community School,School,school,,,,,,,School Social Worker,6.63,OpenStreetMap (Overpass),raw_unverified
Public School 71,School,school,3040 Roberts Avenue,,,,,,School Social Worker,6.63,OpenStreetMap (Overpass),raw_unverified
Public School 170,School,school,,,,,,,School Social Worker,6.64,OpenStreetMap (Overpass),raw_unverified
Public School 359,School,school,,,,,https://cves.connectwithkids.com/,,School Social Worker,6.64,OpenStreetMap (Overpass),raw_unverified
Our Lady of the Assumption School,School,school,1617 Parkview Avenue,,,,,,School Social Worker,6.64,OpenStreetMap (Overpass),raw_unverified
Bnos Yakov School for Girls,School,school,,,,,,,School Social Worker,6.64,OpenStreetMap (Overpass),raw_unverified
Medical Office Kabul Singh MD,Medical,doctors,252-06 Hillside Avenue,,,,,,Pediatric Intake Coordinator,6.64,OpenStreetMap (Overpass),raw_unverified
Public School 36,School,school,2045 Linden Boulevard,Brooklyn,+1-718-272-6483,,https://www.schools.nyc.gov/schools/K036,,School Social Worker,6.64,OpenStreetMap (Overpass),raw_unverified
Marymount School of New York,School,school,,New York,,,https://www.marymountnyc.org/,,School Social Worker,6.64,OpenStreetMap (Overpass),raw_unverified
Public School 6,School,school,,,,,,,School Social Worker,6.65,OpenStreetMap (Overpass),raw_unverified
Boys Prep Bronx Elementary School,School,school,192 East 151st Street,Bronx,+1-718-742-4321,,https://publicprep.org/,,School Social Worker,6.65,OpenStreetMap (Overpass),raw_unverified
Rudolf Steiner School,School,school,15 East 79th Street,New York,+1-212-879-1101,,https://www.steiner.edu/,,School Social Worker,6.65,OpenStreetMap (Overpass),raw_unverified
Public School 132,School,school,,,,,,,School Social Worker,6.65,OpenStreetMap (Overpass),raw_unverified
Public School 2,School,school,,,,,,,School Social Worker,6.65,OpenStreetMap (Overpass),raw_unverified
Saint Benedict Day Nursery and Kindergarten,School,school,,,,,,,School Social Worker,6.66,OpenStreetMap (Overpass),raw_unverified
New York Liposuction Center,Medical,doctors,700 Park Avenue,New York,+1-917-809-7787,hello@newyorkliposuction.com,https://www.newyorkliposuction.com,,Pediatric Intake Coordinator,6.66,OpenStreetMap (Overpass),raw_unverified
Yeshiva Gedolah Ohr Yisroel,School,school,281 Rutledge Street,,,,,,School Social Worker,6.66,OpenStreetMap (Overpass),raw_unverified
Montifore Medical Park - Einstein Campus,Medical,clinic,,,,,https://www.montefiore.org/east,,Pediatric Intake Coordinator,6.66,OpenStreetMap (Overpass),raw_unverified
Cynthia Jenkins School (Q037),School,school,,,,,,,School Social Worker,6.66,OpenStreetMap (Overpass),raw_unverified
Van Siclen Community Middle School,School,school,Van Siclen Avenue,Brooklyn,+1-718-927-4701,,https://www.schools.nyc.gov/schools/K654,,School Social Worker,6.66,OpenStreetMap (Overpass),raw_unverified
Intermediate School X219 New Venture School,School,school,,,,,,,School Social Worker,6.66,OpenStreetMap (Overpass),raw_unverified
Public School 110,School,school,580 Crotona Park South,,,,,,School Social Worker,6.66,OpenStreetMap (Overpass),raw_unverified
New York City Children's Center Bronx Campus,Medical,hospital,1300 Waters Place,Bronx,+1 718 239 3600,,https://www.omh.ny.gov/omhweb/facilities/nyccc/bcpc/,,Pediatric Intake Coordinator,6.68,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,944 2nd Avenue,,+1 212-271-4864,,https://www.citymd.com/urgent-care-locations/ny/new-york/east-50th/041,,Pediatric Intake Coordinator,6.68,OpenStreetMap (Overpass),raw_unverified
